避難場所_名称,地方公共団体コード,都道府県,指定区市町村名,住所,緯度,経度
春日小学校,131202,東京都,練馬区,東京都練馬区春日町5-12-1,35.746688,139.639892
練馬小学校,131202,東京都,練馬区,東京都練馬区春日町6-11-36,35.752575,139.636029
高松小学校,131202,東京都,練馬区,東京都練馬区高松3-16-1,35.749603,139.626646
光が丘四季の香小学校,131202,東京都,練馬区,東京都練馬区高松5-24-1,35.761550,139.624400
豊溪小学校,131202,東京都,練馬区,東京都練馬区土支田2-26-28,35.763147,139.615423
八坂小学校,131202,東京都,練馬区,東京都練馬区土支田4-48-1,35.768838,139.611351
北町小学校,131202,東京都,練馬区,東京都練馬区北町1-14-11,35.765373,139.664239
北町西小学校,131202,東京都,練馬区,東京都練馬区北町7-3-8,35.761468,139.653779
仲町小学校,131202,東京都,練馬区,東京都練馬区氷川台2-18-24,35.758124,139.667528
開進第一小学校,131202,東京都,練馬区,東京都練馬区早宮2-1-31,35.754683,139.657546
早宮小学校,131202,東京都,練馬区,東京都練馬区早宮4-10-17,35.752246,139.650968
開進第二中学校,131202,東京都,練馬区,東京都練馬区練馬2-27-28,35.743394,139.653034
開進第三中学校,131202,東京都,練馬区,東京都練馬区桜台3-28-1,35.745763,139.664997
開進第四中学校,131202,東京都,練馬区,東京都練馬区羽沢3-24-1,35.750980,139.673480
旭丘中学校,131202,東京都,練馬区,東京都練馬区旭丘2-40-1,35.737807,139.677591
豊玉第二中学校,131202,東京都,練馬区,東京都練馬区豊玉北2-24-5,35.735304,139.664592
豊玉中学校,131202,東京都,練馬区,東京都練馬区豊玉南2-1-20,35.729252,139.657910
貫井中学校,131202,東京都,練馬区,東京都練馬区貫井2-14-13,35.739811,139.633051
中村中学校,131202,東京都,練馬区,東京都練馬区中村南1-32-21,35.728257,139.645386
三原台中学校,131202,東京都,練馬区,東京都練馬区三原台3-13-41,35.754675,139.600292
谷原中学校,131202,東京都,練馬区,東京都練馬区谷原4-10-5,35.754915,139.614946
石神井東中学校,131202,東京都,練馬区,東京都練馬区高野台1-8-34,35.742461,139.616847
南が丘中学校,131202,東京都,練馬区,東京都練馬区南田中4-8-23,35.734031,139.613022
石神井南中学校,131202,東京都,練馬区,東京都練馬区下石神井2-7-23,35.730429,139.608867
上石神井中学校,131202,東京都,練馬区,東京都練馬区上石神井4-15-27,35.728532,139.588192
石神井中学校,131202,東京都,練馬区,東京都練馬区石神井台1-32-1,35.741202,139.595876
関中学校,131202,東京都,練馬区,東京都練馬区関町北4-34-23,35.730841,139.575360
石神井西中学校,131202,東京都,練馬区,東京都練馬区関町南3-10-3,35.720654,139.580673
大泉学園中学校,131202,東京都,練馬区,東京都練馬区大泉学園町4-17-32,35.766704,139.589818
大泉学園桜中学校,131202,東京都,練馬区,東京都練馬区大泉学園町9-2-1,35.777469,139.590962
大泉北中学校,131202,東京都,練馬区,東京都練馬区大泉町5-4-32,35.759550,139.596223
大泉中学校,131202,東京都,練馬区,東京都練馬区東大泉4-27-35,35.752708,139.585471
大泉第二中学校,131202,東京都,練馬区,東京都練馬区東大泉6-21-1,35.744626,139.584553
大泉西中学校,131202,東京都,練馬区,東京都練馬区西大泉3-19-27,35.758410,139.579894
豊渓中学校,131202,東京都,練馬区,東京都練馬区旭町3-5-10,35.774252,139.627804
光が丘第三中学校,131202,東京都,練馬区,東京都練馬区光が丘3-2-1,35.754940,139.631428
光が丘第一中学校,131202,東京都,練馬区,東京都練馬区光が丘6-5-1,35.759917,139.622487
光が丘第二中学校,131202,東京都,練馬区,東京都練馬区光が丘7-1-1,35.754479,139.625965
田柄中学校,131202,東京都,練馬区,東京都練馬区田柄3-3-1,35.759294,139.641539
練馬東中学校,131202,東京都,練馬区,東京都練馬区春日町2-14-22,35.757044,139.647824
練馬中学校,131202,東京都,練馬区,東京都練馬区高松1-24-1,35.747869,139.635086
八坂中学校,131202,東京都,練馬区,東京都練馬区土支田4-47-21,35.769727,139.612104
北町中学校,131202,東京都,練馬区,東京都練馬区北町3-1-34,35.767228,139.657067
開進第一中学校,131202,東京都,練馬区,東京都練馬区早宮1-16-50,35.752544,139.659062
旭丘地域集会所,131202,東京都,練馬区,東京都練馬区旭丘1-58-10,35.734824,139.674170
小竹地域集会所,131202,東京都,練馬区,東京都練馬区小竹町1-63-2,35.738783,139.673457
栄町敬老館,131202,東京都,練馬区,東京都練馬区栄町40-7,35.739428,139.671347
豊玉北地区区民館,131202,東京都,練馬区,東京都練馬区豊玉北3-7-9,35.732686,139.661352
中村敬老館,131202,東京都,練馬区,東京都練馬区中村2-25-3,35.731796,139.642214
中村地域集会所,131202,東京都,練馬区,東京都練馬区中村南2-23-12,35.729793,139.642739
桜台地域集会所,131202,東京都,練馬区,東京都練馬区桜台1-22-9,35.739129,139.666689
桜台地区区民館,131202,東京都,練馬区,東京都練馬区桜台3-39-17,35.745882,139.663099
厚生文化会館,131202,東京都,練馬区,東京都練馬区練馬4-2-3,35.740276,139.650222
向山庭園,131202,東京都,練馬区,東京都練馬区向山3-1-21,35.742036,139.646684
向山地域集会所,131202,東京都,練馬区,東京都練馬区向山4-21-12,35.743575,139.638597
貫井地区区民館,131202,東京都,練馬区,東京都練馬区貫井1-9-1,35.738094,139.635565
氷川台地区区民館,131202,東京都,練馬区,東京都練馬区氷川台2-16-14,35.756932,139.667231
早宮地域集会所,131202,東京都,練馬区,東京都練馬区早宮1-44-19,35.754221,139.658802
早宮地区区民館,131202,東京都,練馬区,東京都練馬区早宮4-14-5,35.750783,139.651266
春日町敬老館,131202,東京都,練馬区,東京都練馬区春日町2-28-3,35.757087,139.646352
春日町南地区区民館,131202,東京都,練馬区,東京都練馬区春日町5-20-25,35.747711,139.638554
春日町地域集会所,131202,東京都,練馬区,東京都練馬区春日町5-30-1,35.750613,139.639464
高松地区区民館,131202,東京都,練馬区,東京都練馬区高松3-24-27,35.750032,139.625393
旭町南地区区民館,131202,東京都,練馬区,東京都練馬区高松5-23-15,35.762918,139.625053
北町地区区民館,131202,東京都,練馬区,東京都練馬区北町2-26-1,35.767611,139.660380
北町第二地区区民館,131202,東京都,練馬区,東京都練馬区北町6-24-101,35.761246,139.655462
北町地域集会所,131202,東京都,練馬区,東京都練馬区北町8-28-10,35.767720,139.649654
田柄地域集会所,131202,東京都,練馬区,東京都練馬区田柄2-6-22,35.763645,139.644902
田柄地区区民館,131202,東京都,練馬区,東京都練馬区田柄3-28-13,35.762170,139.637247
光が丘区民センター,131202,東京都,練馬区,東京都練馬区光が丘2-9-6,35.759404,139.629830
光が丘地区区民館,131202,東京都,練馬区,東京都練馬区光が丘3-9-4,35.757939,139.625565
旭町北地区区民館,131202,東京都,練馬区,東京都練馬区旭町2-30-16,35.773237,139.628784
旭町地域集会所,131202,東京都,練馬区,東京都練馬区旭町3-11-6,35.774363,139.624908
土支田中央地域集会所,131202,東京都,練馬区,東京都練馬区土支田2-32-8,35.763401,139.613643
土支田地域集会所,131202,東京都,練馬区,東京都練馬区土支田2-40-21,35.764295,139.611643
富士見台地区区民館,131202,東京都,練馬区,東京都練馬区富士見台3-10-1,35.738614,139.624460
南田中地域集会所,131202,東京都,練馬区,東京都練馬区南田中2-18-36,35.733257,139.616861
南田中敬老館,131202,東京都,練馬区,東京都練馬区南田中5-15-25,35.737836,139.611517
高野台敬老館,131202,東京都,練馬区,東京都練馬区高野台2-25-1,35.748003,139.621123
高野台地域集会所,131202,東京都,練馬区,東京都練馬区高野台3-28-11,35.745674,139.611882
谷原地域集会所,131202,東京都,練馬区,東京都練馬区谷原5-6-7,35.751405,139.612957
三原台敬老館,131202,東京都,練馬区,東京都練馬区三原台2-11-29,35.757236,139.606475
三原台地域集会所,131202,東京都,練馬区,東京都練馬区三原台3-13-17,35.753942,139.599377
石神井敬老館,131202,東京都,練馬区,東京都練馬区石神井町7-28-21,35.744787,139.598284
男女共同参画センター えーる,131202,東京都,練馬区,東京都練馬区石神井町8-1-10,35.745281,139.601592
石神井台みどり地域集会所,131202,東京都,練馬区,東京都練馬区石神井台2-13-6,35.736533,139.592041
石神井台敬老館,131202,東京都,練馬区,東京都練馬区石神井台2-18-13,35.735434,139.589635
石神井台地域集会所,131202,東京都,練馬区,東京都練馬区石神井台4-5-14,35.731739,139.585769
上石神井南地域集会所,131202,東京都,練馬区,東京都練馬区上石神井1-6-16,35.725262,139.592463
上石神井北地域集会所,131202,東京都,練馬区,東京都練馬区上石神井2-36-18,35.729230,139.592339
下石神井地区区民館,131202,東京都,練馬区,東京都練馬区下石神井6-8-15,35.733872,139.603550
東大泉中央地域集会所,131202,東京都,練馬区,東京都練馬区東大泉3-18-9,35.751561,139.586692
東大泉地区区民館,131202,東京都,練馬区,東京都練馬区東大泉3-53-1,35.755918,139.587925
勤労福祉会館,131202,東京都,練馬区,東京都練馬区東大泉5-40-36,35.748165,139.587669
東大泉敬老館,131202,東京都,練馬区,東京都練馬区東大泉7-20-1,35.742340,139.577400
東大泉地域集会所,131202,東京都,練馬区,東京都練馬区東大泉7-27-51,35.743498,139.580394
西大泉敬老館,131202,東京都,練馬区,東京都練馬区西大泉3-21-16,35.759538,139.578933
西大泉地区区民館,131202,東京都,練馬区,東京都練馬区西大泉5-3-32,35.760060,139.572503
南大泉地区区民館,131202,東京都,練馬区,東京都練馬区南大泉2-19-26,35.739123,139.570492
南大泉地域集会所,131202,東京都,練馬区,東京都練馬区南大泉5-26-19,35.751167,139.573547
大泉北地域集会所,131202,東京都,練馬区,東京都練馬区大泉学園町4-21-1,35.765632,139.588465
大泉学園町地域集会所,131202,東京都,練馬区,東京都練馬区大泉学園町6-20-36,35.771389,139.583174
大泉学園地区区民館,131202,東京都,練馬区,東京都練馬区大泉学園町8-9-5,35.772787,139.592845
北大泉地区区民館,131202,東京都,練馬区,東京都練馬区大泉町2-41-26,35.764722,139.604056
大泉町地域集会所,131202,東京都,練馬区,東京都練馬区大泉町4-35-17,35.763835,139.595784
関区民センター,131202,東京都,練馬区,東京都練馬区関町北1-7-2,35.724524,139.577697
関町北地区区民館,131202,東京都,練馬区,東京都練馬区関町北4-12-21,35.729801,139.577307
関町地域集会所,131202,東京都,練馬区,東京都練馬区関町南4-22-1,35.721420,139.567751
立野地区区民館,131202,東京都,練馬区,東京都練馬区立野町15-42,35.718608,139.582517
練馬高野台駅前地域集会所,131202,東京都,練馬区,東京都練馬区高野台1-7-29,35.741038,139.616274
豊玉地域集会所,131202,東京都,練馬区,東京都練馬区豊玉中4-13-6,35.732618,139.650867
小松川小学校,131237,東京都,江戸川区,東京都江戸川区平井4-1-23,35.703557,139.847447
小松川第二小学校,131237,東京都,江戸川区,東京都江戸川区小松川3-6-4,35.697290,139.849298
平井小学校,131237,東京都,江戸川区,東京都江戸川区平井6-35-1,35.710616,139.842218
旧平井第二小学校,131237,東京都,江戸川区,東京都江戸川区平井6-1-17,35.706529,139.836292
平井西小学校,131237,東京都,江戸川区,東京都江戸川区平井7-22-24,35.714566,139.839213
平井東小学校,131237,東京都,江戸川区,東京都江戸川区平井4-28-9,35.708187,139.847885
平井南小学校,131237,東京都,江戸川区,東京都江戸川区平井3-3-1,35.701923,139.841549
松江小学校,131237,東京都,江戸川区,東京都江戸川区松江1-16-5,35.697601,139.870060
西一之江小学校,131237,東京都,江戸川区,東京都江戸川区松江7-17-1,35.689959,139.873629
第二松江小学校,131237,東京都,江戸川区,東京都江戸川区松島2-16-20,35.704936,139.861495
西小松川小学校,131237,東京都,江戸川区,東京都江戸川区松島3-30-6,35.711580,139.862813
大杉小学校,131237,東京都,江戸川区,東京都江戸川区中央2-16-15,35.706108,139.873232
大杉第二小学校,131237,東京都,江戸川区,東京都江戸川区大杉3-11-1,35.706735,139.881204
第三松江小学校,131237,東京都,江戸川区,東京都江戸川区中央4-13-1,35.710435,139.867988
大杉東小学校,131237,東京都,江戸川区,東京都江戸川区西一之江2-8-5,35.700834,139.878930
東小松川小学校,131237,東京都,江戸川区,東京都江戸川区東小松川3-27-1,35.692902,139.865527
船堀小学校,131237,東京都,江戸川区,東京都江戸川区船堀2-22-22,35.682868,139.862192
船堀第二小学校,131237,東京都,江戸川区,東京都江戸川区船堀4-14-4,35.683148,139.867386
葛西小学校,131237,東京都,江戸川区,東京都江戸川区中葛西2-4-3,35.671986,139.873524
二之江小学校,131237,東京都,江戸川区,東京都江戸川区江戸川6-44,35.675868,139.879380
二之江第二小学校,131237,東京都,江戸川区,東京都江戸川区春江町5-13,35.679880,139.876844
二之江第三小学校,131237,東京都,江戸川区,東京都江戸川区江戸川5-18-3,35.674409,139.879256
第二葛西小学校,131237,東京都,江戸川区,東京都江戸川区東葛西6-33-1,35.662504,139.878714
第三葛西小学校,131237,東京都,江戸川区,東京都江戸川区北葛西4-2-19,35.670974,139.861385
第四葛西小学校,131237,東京都,江戸川区,東京都江戸川区中葛西8-8-1,35.658947,139.870924
第五葛西小学校,131237,東京都,江戸川区,東京都江戸川区北葛西2-13-33,35.674893,139.855709
第六葛西小学校,131237,東京都,江戸川区,東京都江戸川区西葛西4-5-1,35.667987,139.865203
第七葛西小学校,131237,東京都,江戸川区,東京都江戸川区西葛西7-8-1,35.659968,139.859697
南葛西小学校,131237,東京都,江戸川区,東京都江戸川区南葛西5-10-1,35.646751,139.874801
南葛西第二小学校,131237,東京都,江戸川区,東京都江戸川区南葛西7-5-9,35.650008,139.880215
南葛西第三小学校,131237,東京都,江戸川区,東京都江戸川区南葛西5-2-1,35.643627,139.870715
西葛西小学校,131237,東京都,江戸川区,東京都江戸川区西葛西3-9-44,35.668100,139.857430
新田小学校,131237,東京都,江戸川区,東京都江戸川区西葛西8-16-1,35.654571,139.862792
宇喜田小学校,131237,東京都,江戸川区,東京都江戸川区北葛西5-13-1,35.674510,139.865145
清新第一小学校,131237,東京都,江戸川区,東京都江戸川区清新町1-4-19,35.661666,139.853254
旧清新第二小学校,131237,東京都,江戸川区,東京都江戸川区清新町2-10-1,35.654700,139.857330
清新ふたば小学校,131237,東京都,江戸川区,東京都江戸川区清新町1-1-38,35.657501,139.853001
臨海小学校,131237,東京都,江戸川区,東京都江戸川区臨海町2-2-11,35.651523,139.860363
東葛西小学校,131237,東京都,江戸川区,東京都江戸川区東葛西8-23-1,35.654050,139.879718
瑞江小学校,131237,東京都,江戸川区,東京都江戸川区西瑞江3-39,35.685030,139.888005
春江小学校,131237,東京都,江戸川区,東京都江戸川区瑞江1-3-30,35.699164,139.893688
新堀小学校,131237,東京都,江戸川区,東京都江戸川区新堀1-32-1,35.704425,139.888386
下鎌田小学校,131237,東京都,江戸川区,東京都江戸川区東瑞江3-11-1,35.691040,139.893748
下鎌田東小学校,131237,東京都,江戸川区,東京都江戸川区江戸川2-21,35.686736,139.901340
下鎌田西小学校,131237,東京都,江戸川区,東京都江戸川区瑞江4-19-10,35.692467,139.892899
江戸川小学校,131237,東京都,江戸川区,東京都江戸川区江戸川1-37,35.685970,139.907220
一之江小学校,131237,東京都,江戸川区,東京都江戸川区一之江4-5-1,35.689716,139.881204
一之江第二小学校,131237,東京都,江戸川区,東京都江戸川区春江町4-16,35.682016,139.878249
鹿本小学校,131237,東京都,江戸川区,東京都江戸川区松本2-35-7,35.718741,139.878818
鹿骨小学校,131237,東京都,江戸川区,東京都江戸川区鹿骨6-3-5,35.712619,139.884415
鹿骨東小学校,131237,東京都,江戸川区,東京都江戸川区鹿骨3-7-1,35.711555,139.892438
松本小学校,131237,東京都,江戸川区,東京都江戸川区鹿骨6-9-1,35.715190,139.884100
本一色小学校,131237,東京都,江戸川区,東京都江戸川区本一色2-10-1,35.718620,139.872303
篠崎小学校,131237,東京都,江戸川区,東京都江戸川区篠崎町3-2-18,35.704881,139.909277
篠崎第二小学校,131237,東京都,江戸川区,東京都江戸川区上篠崎1-3-1,35.714611,139.900485
篠崎第三小学校,131237,東京都,江戸川区,東京都江戸川区東篠崎1-1-16,35.697243,139.913865
篠崎第四小学校,131237,東京都,江戸川区,東京都江戸川区篠崎町8-12-8,35.704777,139.898829
篠崎第五小学校,131237,東京都,江戸川区,東京都江戸川区北篠崎2-5-1,35.718400,139.893056
南篠崎小学校,131237,東京都,江戸川区,東京都江戸川区南篠崎町4-27-5,35.698265,139.904129
鎌田小学校,131237,東京都,江戸川区,東京都江戸川区南篠崎町2-45-18,35.691274,139.904254
小岩小学校,131237,東京都,江戸川区,東京都江戸川区東小岩3-20-10,35.732814,139.892721
東小岩小学校,131237,東京都,江戸川区,東京都江戸川区東小岩4-12-1,35.729312,139.889245
下小岩小学校,131237,東京都,江戸川区,東京都江戸川区南小岩7-8-1,35.728016,139.882626
下小岩第二小学校,131237,東京都,江戸川区,東京都江戸川区南小岩5-5-1,35.725706,139.878724
上小岩小学校,131237,東京都,江戸川区,東京都江戸川区北小岩7-2-1,35.743133,139.889534
上小岩第二小学校,131237,東京都,江戸川区,東京都江戸川区北小岩8-28-11,35.747669,139.886824
西小岩小学校,131237,東京都,江戸川区,東京都江戸川区西小岩3-19-12,35.735787,139.877609
旧上一色小学校,131237,東京都,江戸川区,東京都江戸川区西小岩2-4-1,35.732928,139.873237
上一色南小学校,131237,東京都,江戸川区,東京都江戸川区本一色3-28-24,35.722048,139.870950
南小岩小学校,131237,東京都,江戸川区,東京都江戸川区南小岩4-16-1,35.723092,139.884664
南小岩第二小学校,131237,東京都,江戸川区,東京都江戸川区南小岩2-16-1,35.721928,139.889199
中小岩小学校,131237,東京都,江戸川区,東京都江戸川区北小岩3-12-22,35.737610,139.892060
北小岩小学校,131237,東京都,江戸川区,東京都江戸川区北小岩2-15-1,35.739981,139.885681
小松川第一中学校,131237,東京都,江戸川区,東京都江戸川区平井4-7-21,35.705605,139.846380
小松川第二中学校,131237,東京都,江戸川区,東京都江戸川区小松川2-10-2,35.697293,139.849226
小松川第二中学校（夜間）,131237,東京都,江戸川区,東京都江戸川区平井3-20-1,35.702356,139.842840
小松川第三中学校,131237,東京都,江戸川区,東京都江戸川区平井5-3-11,35.704782,139.838744
松江第一中学校,131237,東京都,江戸川区,東京都江戸川区松江5-5-1,35.688931,139.867302
松江第二中学校,131237,東京都,江戸川区,東京都江戸川区松島2-3-1,35.706182,139.859955
松江第三中学校,131237,東京都,江戸川区,東京都江戸川区中央1-20-1,35.708683,139.870214
松江第四中学校,131237,東京都,江戸川区,東京都江戸川区西一之江1-16-1,35.698900,139.876577
松江第五中学校,131237,東京都,江戸川区,東京都江戸川区一之江6-18-1,35.688803,139.877401
松江第六中学校,131237,東京都,江戸川区,東京都江戸川区松江7-16-18,35.691162,139.873918
二之江中学校,131237,東京都,江戸川区,東京都江戸川区春江町5-3-1,35.681896,139.877145
葛西中学校,131237,東京都,江戸川区,東京都江戸川区中葛西2-4-3,35.671428,139.872405
葛西第二中学校,131237,東京都,江戸川区,東京都江戸川区宇喜田町1085,35.678848,139.861826
葛西第三中学校,131237,東京都,江戸川区,東京都江戸川区中葛西6-6-13,35.659662,139.865563
南葛西中学校,131237,東京都,江戸川区,東京都江戸川区南葛西5-12-1,35.645537,139.874947
南葛西第二中学校,131237,東京都,江戸川区,東京都江戸川区南葛西5-3-1,35.644845,139.871166
西葛西中学校,131237,東京都,江戸川区,東京都江戸川区西葛西5-10-18,35.666193,139.863268
東葛西中学校,131237,東京都,江戸川区,東京都江戸川区東葛西6-40-1,35.660896,139.879391
清新第一中学校,131237,東京都,江戸川区,東京都江戸川区清新町1-5-14,35.663197,139.851692
清新第二中学校,131237,東京都,江戸川区,東京都江戸川区清新町2-1-2,35.656675,139.852499
瑞江中学校,131237,東京都,江戸川区,東京都江戸川区江戸川4-16,35.680024,139.884469
瑞江第二中学校,131237,東京都,江戸川区,東京都江戸川区瑞江4-54-1,35.694649,139.894734
瑞江第三中学校,131237,東京都,江戸川区,東京都江戸川区東瑞江1-38-33,35.691554,139.899721
春江中学校,131237,東京都,江戸川区,東京都江戸川区春江町2-47-1,35.701069,139.891364
鹿本中学校,131237,東京都,江戸川区,東京都江戸川区松本1-36-1,35.718319,139.876785
鹿骨中学校,131237,東京都,江戸川区,東京都江戸川区鹿骨2-12-1,35.707741,139.893444
篠崎中学校,131237,東京都,江戸川区,東京都江戸川区篠崎町5-12-19,35.702991,139.908814
篠崎第二中学校,131237,東京都,江戸川区,東京都江戸川区下篠崎町14-1,35.699531,139.913230
小岩第一中学校,131237,東京都,江戸川区,東京都江戸川区東小岩3-10-8,35.730540,139.892109
小岩第二中学校,131237,東京都,江戸川区,東京都江戸川区東小岩1-6-10,35.721399,139.890547
小岩第三中学校,131237,東京都,江戸川区,東京都江戸川区北小岩8-19-1,35.746819,139.887478
小岩第四中学校,131237,東京都,江戸川区,東京都江戸川区西小岩3-9-18,35.736594,139.875013
小岩第五中学校,131237,東京都,江戸川区,東京都江戸川区鹿骨5-27-1,35.717419,139.885936
上一色中学校,131237,東京都,江戸川区,東京都江戸川区上一色1-8-11,35.723536,139.872802
浅川河川敷（長沼橋付近～市立上壱分方小学校付近）,132012,東京都,八王子市,東京都八王子市（長沼橋付近～市立上壱分方小学校付近）,35.646974,139.364183
富士森公園,132012,東京都,八王子市,東京都八王子市台町2-2,35.651653,139.323166
陵南公園,132012,東京都,八王子市,東京都八王子市長房町・東浅川町,35.649132,139.288815
小宮公園,132012,東京都,八王子市,東京都八王子市大谷町・暁町2丁目,35.673365,139.340758
清水公園,132012,東京都,八王子市,東京都八王子市犬目町,35.682223,139.312723
工学院大学,132012,東京都,八王子市,東京都八王子市中野町2665-1,35.684299,139.318722
東京都立大学,132012,東京都,八王子市,東京都八王子市南大沢1-1,35.616723,139.377078
中央大学,132012,東京都,八王子市,東京都八王子市東中野742-1,35.641412,139.405432
東京工科大学,132012,東京都,八王子市,東京都八王子市片倉町1404-1,35.626293,139.339326
東京薬科大学,132012,東京都,八王子市,東京都八王子市堀之内1432-1,35.638611,139.383946
創価大学,132012,東京都,八王子市,東京都八王子市丹木町1-236,35.691792,139.325976
拓殖大学,132012,東京都,八王子市,東京都八王子市館町815-1,35.630054,139.281415
明星大学,132012,東京都,八王子市,東京都日野市程久保2-1-1,35.644889,139.408489
第一小学校,132012,東京都,八王子市,東京都八王子市元横山町2-14-3,35.661374,139.336454
第二小学校,132012,東京都,八王子市,東京都八王子市八木町7-1,35.661662,139.321919
第三小学校,132012,東京都,八王子市,東京都八王子市寺町29-15,35.655327,139.332232
第四小学校,132012,東京都,八王子市,東京都八王子市明神町2-15-1,35.657994,139.345998
第五小学校,132012,東京都,八王子市,東京都八王子市千人町3-7-7,35.658743,139.308348
いずみの森義務教育学校,132012,東京都,八王子市,東京都八王子市子安町2-19-1,35.650150,139.342623
第七小学校,132012,東京都,八王子市,東京都八王子市台町4-2-1,35.656887,139.323715
第八小学校,132012,東京都,八王子市,東京都八王子市石川町2065,35.671557,139.360782
第九小学校,132012,東京都,八王子市,東京都八王子市中野上町2-14-1,35.670864,139.325107
第十小学校,132012,東京都,八王子市,東京都八王子市大和田町7-5-1,35.666201,139.343628
中野北小学校,132012,東京都,八王子市,東京都八王子市中野山王3-1-1,35.674230,139.326741
清水小学校,132012,東京都,八王子市,東京都八王子市中野山王3-25-1,35.676105,139.319463
大和田小学校,132012,東京都,八王子市,東京都八王子市大和田町4-19-1,35.665591,139.354319
小宮小学校,132012,東京都,八王子市,東京都八王子市小宮町1128-3,35.683703,139.367681
高倉小学校,132012,東京都,八王子市,東京都八王子市高倉町67-2,35.662352,139.365746
宇津木台小学校,132012,東京都,八王子市,東京都八王子市久保山町2-18,35.686699,139.354188
横山第一小学校,132012,東京都,八王子市,東京都八王子市館町74,35.633921,139.304541
横山第二小学校,132012,東京都,八王子市,東京都八王子市並木町26-1,35.653977,139.301613
散田小学校,132012,東京都,八王子市,東京都八王子市散田町5-23-1,35.647767,139.301574
長房小学校,132012,東京都,八王子市,東京都八王子市長房町340-4,35.658021,139.300455
船田小学校,132012,東京都,八王子市,東京都八王子市長房町1041-2,35.656976,139.288597
館小中学校　本校舎,132012,東京都,八王子市,東京都八王子市館町1097-15,35.630306,139.288142
山田小学校,132012,東京都,八王子市,東京都八王子市山田町1553,35.646800,139.313606
椚田小学校,132012,東京都,八王子市,東京都八王子市椚田町571-2,35.636624,139.302272
緑が丘小学校,132012,東京都,八王子市,東京都八王子市寺田町405-5,35.622548,139.309986
元八王子小学校,132012,東京都,八王子市,東京都八王子市弐分方町761,35.669719,139.292013
元八王子東小学校,132012,東京都,八王子市,東京都八王子市叶谷町1521,35.671283,139.304343
上壱分方小学校,132012,東京都,八王子市,東京都八王子市上壱分方町799-2,35.684822,139.283955
城山小学校,132012,東京都,八王子市,東京都八王子市元八王子町2-1767,35.659117,139.277671
弐分方小学校,132012,東京都,八王子市,東京都八王子市弐分方町520-1,35.671752,139.288489
横川小学校,132012,東京都,八王子市,東京都八王子市横川町305,35.667217,139.307323
恩方第一小学校,132012,東京都,八王子市,東京都八王子市下恩方町1369,35.669618,139.254501
恩方第二小学校,132012,東京都,八王子市,東京都八王子市上恩方町2193,35.672698,139.210475
元木小学校,132012,東京都,八王子市,東京都八王子市下恩方町515-1,35.681031,139.264482
川口小学校,132012,東京都,八王子市,東京都八王子市川口町3675,35.692380,139.280369
陶鎔小学校,132012,東京都,八王子市,東京都八王子市犬目町56,35.688031,139.307953
上川口小学校,132012,東京都,八王子市,東京都八王子市上川町1099,35.705542,139.250072
美山小学校,132012,東京都,八王子市,東京都八王子市美山町1892,35.690933,139.248317
楢原小学校,132012,東京都,八王子市,東京都八王子市楢原町1287-2,35.675571,139.307395
松枝小学校,132012,東京都,八王子市,東京都八王子市楢原町601-13,35.685137,139.302295
加住小中学校　本校舎,132012,東京都,八王子市,東京都八王子市加住町1-191,35.701968,139.316863
由井第一小学校,132012,東京都,八王子市,東京都八王子市打越町348-1,35.645793,139.356297
由井第二小学校,132012,東京都,八王子市,東京都八王子市片倉町2180,35.636608,139.338210
由井第三小学校,132012,東京都,八王子市,東京都八王子市小比企町1201,35.642756,139.327009
長沼小学校,132012,東京都,八王子市,東京都八王子市長沼町707-3,35.642471,139.365461
片倉台小学校,132012,東京都,八王子市,東京都八王子市片倉町1318,35.631311,139.346115
高嶺小学校,132012,東京都,八王子市,東京都八王子市北野台4-21-1,35.628401,139.350737
みなみ野小学校（みなみ野小中学校）,132012,東京都,八王子市,東京都八王子市みなみ野6-14-1,35.632827,139.323306
みなみ野君田小学校,132012,東京都,八王子市,東京都八王子市みなみ野4-3-1,35.627300,139.324708
七国小学校,132012,東京都,八王子市,東京都八王子市七国5-27-1,35.620713,139.320704
浅川小学校,132012,東京都,八王子市,東京都八王子市初沢町1335,35.640287,139.282121
東浅川小学校,132012,東京都,八王子市,東京都八王子市東浅川町550-22,35.642836,139.286612
由木中央小学校,132012,東京都,八王子市,東京都八王子市下柚木25,35.629989,139.383402
由木東小学校,132012,東京都,八王子市,東京都八王子市東中野1347,35.633440,139.407941
由木西小学校,132012,東京都,八王子市,東京都八王子市上柚木538-1,35.623137,139.361401
鹿島小学校,132012,東京都,八王子市,東京都八王子市鹿島13,35.633537,139.426089
松が谷小学校,132012,東京都,八王子市,東京都八王子市松が谷12,35.628354,139.413682
中山小学校,132012,東京都,八王子市,東京都八王子市中山1155,35.625670,139.358440
柏木小学校,132012,東京都,八王子市,東京都八王子市南大沢3-3,35.610045,139.382447
南大沢小学校,132012,東京都,八王子市,東京都八王子市南大沢4-18,35.608239,139.374464
宮上小学校,132012,東京都,八王子市,東京都八王子市南大沢5-10,35.610225,139.371350
秋葉台小学校,132012,東京都,八王子市,東京都八王子市別所2-5,35.624666,139.406619
別所小学校,132012,東京都,八王子市,東京都八王子市別所2-44,35.614878,139.395468
愛宕小学校,132012,東京都,八王子市,東京都八王子市上柚木3-20,35.619132,139.373136
松木小学校,132012,東京都,八王子市,東京都八王子市松木57-3,35.621871,139.393448
